source_path,category,confidence,reasons,dest_path
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\38-大模型（LLMs）强化学习—— PPO 面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\38-大模型（LLMs）强化学习—— PPO 面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\39-强化学习在自然语言处理下的应用篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\39-强化学习在自然语言处理下的应用篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\4-Attention 升级面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\4-Attention 升级面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\40-大模型（LLMs）训练集面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\40-大模型（LLMs）训练集面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\41-大模型（LLMs）LLM生成SFT数据方法面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\41-大模型（LLMs）LLM生成SFT数据方法面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\42-大模型（LLMs）显存问题面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\42-大模型（LLMs）显存问题面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\43-显存优化策略篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\43-显存优化策略篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\44-大模型（LLMs）分布式训练面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\44-大模型（LLMs）分布式训练面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\45-图解分布式训练（一） —— 流水线并行（Pipeline Parallelism）.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\45-图解分布式训练（一） —— 流水线并行（Pipeline Parallelism）.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\46-图解分布式训练（二） —— nn.DataParallel篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\46-图解分布式训练（二） —— nn.DataParallel篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\47-图解分布式训练（三） —— nn.parallel.DistributedDataParallel.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\47-图解分布式训练（三） —— nn.parallel.DistributedDataParallel.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\48-图解分布式训练（四） —— torch.multiprocessing 详细解析.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\48-图解分布式训练（四） —— torch.multiprocessing 详细解析.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\49-图解分布式训练（五） —— AMP混合精度训练 详细解析.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\49-图解分布式训练（五） —— AMP混合精度训练 详细解析.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\5-transformers 操作篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\5-transformers 操作篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\50-图解分布式训练（六）—— Pytorch的 DeepSpeed 详细解析.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\50-图解分布式训练（六）—— Pytorch的 DeepSpeed 详细解析.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\51-图解分布式训练（七）—— accelerate 分布式训练 详细解析.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\51-图解分布式训练（七）—— accelerate 分布式训练 详细解析.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\52-图解分布式训练（八）—— ZeRO 学习.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\52-图解分布式训练（八）—— ZeRO 学习.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\53-大模型分布式训练故障恢复篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\53-大模型分布式训练故障恢复篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\54-pytorch 分布式计算 坑-bug 梳理篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\54-pytorch 分布式计算 坑-bug 梳理篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\55-大模型（LLMs）agent 面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\55-大模型（LLMs）agent 面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\56-LLMs 位置编码篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\56-LLMs 位置编码篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\57-LLMs Tokenizer 篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\57-LLMs Tokenizer 篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\58-怎么让英文大语言模型支持中文？（一） —— 构建中文tokenization.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\58-怎么让英文大语言模型支持中文？（一） —— 构建中文tokenization.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\59-怎么让英文大语言模型支持中文？（二） —— 继续预训练篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\59-怎么让英文大语言模型支持中文？（二） —— 继续预训练篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\6-LLMs 损失函数篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\6-LLMs 损失函数篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\60-怎么让英文大语言模型支持中文？（三） —— 对预训练模型进行指令微调.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\60-怎么让英文大语言模型支持中文？（三） —— 对预训练模型进行指令微调.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\61-大模型（LLMs）加速篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\61-大模型（LLMs）加速篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\62-LLMs 推理性能面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\62-LLMs 推理性能面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\63-LLM（大语言模型）部署加速方法——PagedAttention篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\63-LLM（大语言模型）部署加速方法——PagedAttention篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\64-大模型推理加速工具 —— vLLM.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\64-大模型推理加速工具 —— vLLM.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\65-LLM（大语言模型）部署加速方法——Faster Transformer篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\65-LLM（大语言模型）部署加速方法——Faster Transformer篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\66-纯Python超轻量高性能LLM推理框架 —— LightLLM.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\66-纯Python超轻量高性能LLM推理框架 —— LightLLM.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\67-LLM推理技术之StreamingLLM：如何拥有无限长生成能力.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\67-LLM推理技术之StreamingLLM：如何拥有无限长生成能力.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\68-SwiftInfer —— 大模型无限流式输入推理飙升46%，打破多轮对话长度限制.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\68-SwiftInfer —— 大模型无限流式输入推理飙升46%，打破多轮对话长度限制.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\69-大模型幻觉（LLM Hallucination）面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\69-大模型幻觉（LLM Hallucination）面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\7-相似度函数篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\7-相似度函数篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\70-大模型的幻觉问题篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\70-大模型的幻觉问题篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\71-如何缓解大模型幻觉？.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\71-如何缓解大模型幻觉？.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\72-LLMs 对比篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\72-LLMs 对比篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\73-百川智能baichuan7B、13B、53B、baichuan2 总结篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\73-百川智能baichuan7B、13B、53B、baichuan2 总结篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\76-思维链 Chain-of-Thought（COT）.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\76-思维链 Chain-of-Thought（COT）.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\77-思维链 Chain-of-Thought（COT）变体篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\77-思维链 Chain-of-Thought（COT）变体篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\78-小样本提示学习篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\78-小样本提示学习篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\79-LLMs 测试集 中 数据泄露 问题篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\79-LLMs 测试集 中 数据泄露 问题篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\8-大模型（LLMs）进阶面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\8-大模型（LLMs）进阶面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\80-MOE（Mixture-of-Experts）篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\80-MOE（Mixture-of-Experts）篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\81-大模型蒸馏篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\81-大模型蒸馏篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\82-LLMs 浮点数篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\82-LLMs 浮点数篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\83-自定义 CUDA 函数的轻量级包装器 —— bitsandbytes篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\83-自定义 CUDA 函数的轻量级包装器 —— bitsandbytes篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\84-大模型（LLMs）软硬件配置面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\84-大模型（LLMs）软硬件配置面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\86-多模态常见面试篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\86-多模态常见面试篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\87-NLP Trick 篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\87-NLP Trick 篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\88-文本分类常见面试篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\88-文本分类常见面试篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\89-文本摘要常见面试篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\89-文本摘要常见面试篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\9-大模型（LLMs）微调面.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\9-大模型（LLMs）微调面.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\90-命名实体识别常见面试篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\90-命名实体识别常见面试篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\91-向量检索常见面试篇.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\91-向量检索常见面试篇.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\92-LLMs 其他 Trick.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\92-LLMs 其他 Trick.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\LLM\LLM\requirements.txt,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\LLM\LLM\requirements.txt
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\Oracle\Oracle数据库面试100题含答案.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\Oracle\Oracle数据库面试100题含答案.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\Oracle\Oracle面试总结大全.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\Oracle\Oracle面试总结大全.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\Oracle\Oracle高频面试选择题.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\Oracle\Oracle高频面试选择题.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\Python测试开发\Jenkins大全.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\Python测试开发\Jenkins大全.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\Python测试开发\MySQL55题答案.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\Python测试开发\MySQL55题答案.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\Python测试开发\Python测试开发76题.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\Python测试开发\Python测试开发76题.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\Python测试开发\测试面试100题.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\Python测试开发\测试面试100题.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\SLAM算法\SLAM算法.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\SLAM算法\SLAM算法.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\web3\web3面试120题含答案.docx,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\web3\web3面试120题含答案.docx
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\web3\web3面试120题含答案.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\web3\web3面试120题含答案.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\图形算法\图像算法工程师.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\图形算法\图像算法工程师.pdf
C:\Users\15048\Desktop\AI面试官\数据\data_raw\其他\数据库面试\Dubbo\Dubbo面试专题.pdf,其他,0.0,no_match,C:\Users\15048\Desktop\AI面试官\数据\清洗后数据\其他\其他\数据库面试\Dubbo\Dubbo面试专题.pdf
